post,reply,comment,sentiment,score,time_comment,company,channel
Our astronauts have completed training and are a go for launch,646.0,Best wishes for YOU 💝💝 I will be watching u From Bangladesh 🇧🇩🇧🇩 I think soon this kind of travelling will be commercial Then we Will visit SpAcE by rocket than travelling in the air by plane✈,5 stars,5,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Home Safe Sound,5 stars,5,2021-07-21,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Ok but where are Tory s engines Pull your finger out Good luck on your little tourism demo I guess It s a little bit cute 😒,3 stars,3,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,I wish you all of you success Enjoy your traveling experience,5 stars,5,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Trending topic mid of 2021 go to space done now time for and the next with follow behind,3 stars,3,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Safe journey and thank you 💙,5 stars,5,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,those who are going to die salute you,5 stars,5,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Yay Wally Soooo very awesome,5 stars,5,2021-07-21,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,I’ll be watching from Houston 💙 🚀,4 stars,4,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,🖖Do you still have a place free for a curious inquiring Planet Earth citizen 😉,4 stars,4,2021-07-21,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,The net worth of Jeff Bezos is about 200 billion A stack of that many dollar bills would reach twice as high as his Blue Origins Rocket launch,2 stars,2,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,I am glad only for one reason That Wally Funk made her dream true,4 stars,4,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Don’t come back to earth bezos We don’t want you here,1 star,1,2021-07-21,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,WALLY WALLY WALLY You go girl so chuffed for you,5 stars,5,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Wow cool young old and middle age all in,5 stars,5,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Наверное стоит полететь что бы увидеть и почувствовать из ПУСТОТЫ что планета Земля это РАЙ для человека Берегите ЖИЗНЬ берегите ПРИРОДУ🌍🌏🌎💖🌳🏡👨‍👩‍👧‍👦😍🙂,3 stars,3,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Be safe guys I hope it s the incredible experience you ever dreamed it to be,5 stars,5,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Suborbital tourists you mean Astronaut means something completely different,2 stars,2,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,CEO entrepreneur born in 1964,5 stars,5,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Are the ground crew unionized,2 stars,2,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,The Moonraker Project,4 stars,4,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Embarrassing Looks like the cast of a fake show I used to watch called “Space 1999” What arrogance considering the world is teetering on disaster,1 star,1,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,communist at large Not asstronuts,1 star,1,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,All a bit anti climatic,4 stars,4,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Will be watching from 🇰🇪kenya,5 stars,5,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,The whole launch was so uninspiring 🥱👎,1 star,1,2021-08-14,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Successful start to you happy flight cosmic emotions and successful return home to Earth 🌎🚀,5 stars,5,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Amusement park ride,5 stars,5,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,What studios are they gonna be casting at,1 star,1,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,I don’t think they’re going to make it to Mars,2 stars,2,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Who s the guy in the middle,3 stars,3,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,This one will go to to history,5 stars,5,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Lol if you think you’re going into space on that amusement park ride,1 star,1,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,I thought that was Johnny sinns the astronaut Dr Plummer you name it he does it,4 stars,4,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Congratulations and God speed Really excited for yea all,5 stars,5,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,May you have all the luck of the Challengers crew,5 stars,5,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,ULA 15 years old Tory Orbital SpaceX 19 years old Elon Orbital Rocket Lab 15 years old Peter Orbital Blue Origin 21 years old Bezos LOL Spot the failure,1 star,1,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Jeff looking like Great Value Picard xD,5 stars,5,2021-07-20,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,Amanda Brewer check this one out,1 star,1,2021-08-20,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,Not space,1 star,1,2021-08-17,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,Along with total deception 😂,1 star,1,2021-08-14,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,You guys have been working on this for 20 years SpaceX will be on the moon before you guys make it to orbit,5 stars,5,2021-08-04,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,👍,5 stars,5,2021-07-24,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,Faker,1 star,1,2021-07-24,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,👍🏻,5 stars,5,2021-07-24,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,Great adventure Jeff and team,5 stars,5,2021-07-24,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,From what game is that graphic 🤣,5 stars,5,2021-07-23,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,All that money spent on rubbish Nothing beats living on earth,1 star,1,2021-07-23,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,Nice,4 stars,4,2021-07-23,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,Fake,1 star,1,2021-07-23,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,Great but it s not smooth landing,3 stars,3,2021-07-23,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,We thank God for the endowment to the safety initiative given for safe travels,5 stars,5,2021-07-23,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,great,5 stars,5,2021-07-22,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,Congratulations,5 stars,5,2021-07-22,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,American engineering Good job,4 stars,4,2021-07-22,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,Jeff Bezos,3 stars,3,2021-07-22,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,PLEASE WATCH THIS VIDEO AND LIKE SHARE SUBSCIBE PLEASE,5 stars,5,2021-07-22,bo,facebook
Safety is and will always be our top priority Hear from Gary Lai and Laura Stiles about our approach to safety and reliability Watch the launch live on BlueOrigin com,156.0,Under add to kng for practical,4 stars,4,2021-07-22,bo,facebook
